1137	4	DISPUTERAIENT
1138	2	AUJOURD
1139	1	HUI
1140	1	A
1141	1	COUPS
1142	1	DE
1143	2	MILLIONS
1144	3	LESPRINCES
1145	1	DE
1146	1	LA
1147	3	FINANCE
1148	5	AMERICAINE
1149	1	AU
1150	1	TEMPS
1151	1	DE
1152	4	BAUDELAIRE
1153	0	C
1154	1	EST
1155	1	A
1156	2	DIRE
1157	1	VERS
1158	1	LE
1159	2	MILIEU
1160	1	DU
1161	1	DIX
1162	5	NEUVIEMESIECLE
1163	0	L
1164	2	ILE
1165	1	SAINT
1166	1	LOUIS
1167	3	RESSEMBLAIT
1168	1	PAR
1169	1	LA
1170	1	PAIX
1171	4	SILENCIEUSE
1172	3	QUIREGNAIT
1173	1	A
1174	2	TRAVERS
1175	1	SES
1176	1	RUES
1177	1	ET
1178	1	SES
1179	1	QUAIS
1180	1	A
1181	3	CERTAINES
1182	2	VILLES
1183	1	DE
1184	3	PROVINCEOU
1185	0	L
1186	1	ON
1187	1	VA
1188	1	NU
1189	2	TETE
1190	1	CHEZ
1191	1	LE
1192	2	VOISIN
1193	1	OU
1194	0	L
1195	1	ON
1196	0	S
1197	3	ATTARDE
1198	1	A
1199	3	BAVARDER
1200	2	AUSEUIL
1201	1	DES
1202	2	MAISONS
1203	1	ET
1204	1	A
1205	1	Y
1206	2	PRENDRE
1207	1	LE
1208	1	FRAIS
1209	1	PAR
1210	1	LES
1211	1	BEAUX
1212	1	SOIRS
1213	0	D
1214	2	ETE
1215	1	AL
1216	2	HEURE
1217	1	OU
1218	1	LA
1219	1	NUIT
1220	2	TOMBE
1221	3	ARTISTES
1222	1	ET
1223	3	ECRIVAINS
1224	2	ALLAIENT
1225	1	SE
1226	4	DIREBONJOUR
1227	1	SANS
1228	2	QUITTER
1229	1	LEUR
1230	3	COSTUME
1231	0	D
1232	3	INTERIEUR
1233	1	ET
1234	2	FLANAIENT
1235	1	EN
1236	4	NEGLIGESUR
1237	1	LE
1238	1	QUAI
1239	2	BOURBON
1240	1	ET
1241	1	SUR
1242	1	LE
1243	1	QUAI
1244	0	D
1245	2	ANJOU
1246	1	SI
1247	4	PARFAITEMENT
1248	2	DESERTS
1249	1	QUEC
1250	2	ETAIT
1251	2	UNE
1252	1	JOIE
1253	0	D
1254	1	Y
1255	3	REGARDER
1256	2	COULER
1257	0	L
1258	1	EAU
1259	1	ET
1260	0	D
1261	1	Y
1262	2	BOIRE
1263	1	LA
1264	3	LUMIERE
1265	1	UN
1266	1	JOUR
1267	4	BAUDELAIRE
1268	2	COIFFE
1269	4	UNIQUEMENT
1270	1	DE
1271	1	SA
1272	2	NOIRE
1273	4	CHEVELURE
1274	3	PRENAITUN
1275	1	BAIN
1276	1	DE
1277	2	SOLEIL
1278	1	SUR
1279	1	LE
1280	1	QUAI
1281	0	D
1282	2	ANJOU
1283	1	TOUT
1284	1	EN
1285	2	CROQUANT
1286	1	DE
1287	6	DELICIEUSESPOMMES
1288	1	DE
1289	2	TERRE
1290	2	FRITES
1291	1	QU
1292	1	IL
1293	2	PRENAIT
1294	2	UNE
1295	1	A
1296	2	UNE
1297	1	DANS
1298	1	UN
1299	2	CORNET
1300	3	DEPAPIER
1301	2	LORSQUE
1302	2	VINRENT
1303	1	A
1304	2	PASSER
1305	1	EN
1306	3	CALECHE
1307	4	DECOUVERTE
1308	1	DE
1309	1	TRES
1310	4	GRANDESDAMES
1311	2	AMIES
1312	1	DE
1313	1	SA
1314	2	MERE
1315	0	L
1316	5	AMBASSADRICE
1317	1	ET
1318	1	QUI
1319	0	S
1320	4	AMUSERENT
1321	2	BEAUCOUP
1322	2	AVOIR
1323	2	AINSI
1324	1	LE
1325	2	POETE
1326	3	PICORER
1327	2	UNE
1328	4	NOURRITURE
1329	2	AUSSI
1330	5	DEMOCRATIQUE
1331	0	L
1332	2	UNED
1333	2	ELLES
1334	2	UNE
1335	3	DUCHESSE
1336	1	FIT
1337	3	ARRETER
1338	1	LA
1339	3	VOITURE
1340	1	ET
1341	3	APPELA
1342	4	BAUDELAIRE
1343	0	C
1344	1	EST
1345	1	DONC
1346	1	BIEN
1347	1	BON
1348	3	DEMANDA
1349	0	T
1350	2	ELLE
1351	1	CE
1352	1	QUE
1353	1	VOUS
1354	2	MANGEZ
1355	1	LA
1356	2	GOUTEZ
1357	3	MADAME
1358	1	DIT
1359	1	LE
1360	2	POETE
1361	1	EN
1362	2	FAISANT
1363	1	LES
1364	2	HONNEURS
1365	1	DE
1366	1	SON
1367	2	CORNET
1368	3	DEPOMMES
1369	1	DE
1370	2	TERRE
1371	2	FRITES
1372	2	AVEC
1373	2	UNE
1374	2	GRACE
1375	3	SUPREME
1376	1	ET
1377	1	IL
1378	1	LES
1379	3	AMUSA
1380	1	SI
1381	1	BIEN
1382	1	PAR
1383	1	CE
1384	2	REGAL
1385	4	INATTENDU
